Food Name,Food Group,Food Sub Group,Per Serving ,Energy (kcal),Protein (g),Total Fat (g),Carbo (g)
"Medan salak, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,93g,55,0.4,0.2,12.8
"Pondoh salak, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,59g,87,0.8,0.4,20.1
"Salak, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,93g,77,0.4,,20.9
"Sapodilla, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,64g,64,1,3.1,8
"Sapodilla kecik, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,83g,111,0.9,2.3,21.6
"Sapodilla manila, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,79g,92,0.5,1.1,22.4
"Watermelon, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,46g,28,0.5,0.2,6.9
"Soursop, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,68g,65,1,0.3,16.3
"Sowa, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,,48,1.6,0.6,9.1
"Srikaya, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,48g,63,1.1,0.5,13.9
"Young breadfruit, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,84g,119,1.4,0.2,28.1
"Old breadfruit, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,88g,126,1.6,0.2,24.5
"Vigus, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,,44,2.4,0.1,8.3
"Wani, fresh",FRUIT AND FRUIT PRODUCTS,Fresh fruits,77g,74,0.8,0.3,17.1
Barongko,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,159,3.1,5.8,23.5
Pineapple dodol,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,338,1.5,1.2,80.3
Banana getuk,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,144,1.1,0.4,34.1
Lampung chips,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,485,1.7,22.2,69.7
Banana ledre,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,405,4.8,5.1,84.9
Durian lempog,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,320,3.5,5.7,63.7
Loka anjoro,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,163,1.1,4.3,30
Rica-rica taipa,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,49,1.6,0.3,10
Rujak aceh,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,82,0.4,0.3,19.7
Sale persimmon,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,296,1.1,0.6,71.4
Sale banana siam,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,281,2.4,0.7,66.1
"Sale banana, cilacap",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,295,2.3,2.1,66.9
Sanggara Belanda,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",100g,242,6.4,7.1,38.2
"Chicken, gizzards, fried",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,270,32.3,11.2,9.9
"Chicken, intestines, fried",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,473,45.2,26.3,13.9
"Duck, meat, fried",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,300,24,20.7,4.5
Ham,MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,384,16.9,35,0.3
Vein crackers,MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,588,53.7,40.9,1.2
"Punai, meat, fried",MEAT AND MEAT PRODUCTS,Beef and veal,100g,224,26.2,11.3,4.4
"Beef, shredded meat",MEAT AND MEAT PRODUCTS,Beef and veal,100g,212,18,10.6,59.3
"Beef, shredded, original",MEAT AND MEAT PRODUCTS,Beef and veal,100g,358,14.6,16.1,38.6
"Beef, meat, smoke",MEAT AND MEAT PRODUCTS,Beef and veal,100g,182,32,6,0
"Beef, beef, corned beef",MEAT AND MEAT PRODUCTS,Beef and veal,100g,289,16,25,0
"Beef, meat, sausage (Worst)",MEAT AND MEAT PRODUCTS,Beef and veal,100g,448,14.5,42.3,2.3
"Beef, liver, sausage (liverworst)",MEAT AND MEAT PRODUCTS,Beef and veal,100g,274,16,22,3
"Beef, lungs, fried",MEAT AND MEAT PRODUCTS,Beef and veal,100g,268,23.9,12.7,14.5
"Sago worms, grilled",MEAT AND MEAT PRODUCTS,Beef and veal,100g,380,11.9,30.3,14.9
"Church texas fried chicken, breast",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,338,35.2,20.6,0.4
"Church fried chicken, texas thigh",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,287,31,15.7,1.7
"Church texas fried chicken, wings",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,295,34,16,1.5
"Kalasan fried chicken, thigh",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,275,37.4,12.2,1.3
"Kentucky fried chicken, breast",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,298,34.2,16.8,0.1
"Kentucky fried chicken, thigh",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,286,32.1,16.1,1.1
"Kentucky fried chicken, wings",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,297,35.9,15.2,1.6
Mbok berek fried chicken breast,MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,295,39.2,13.6,1
"Pasundan fried chicken, breast",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,246,37.9,9,0.7
"Pasundan fried chicken, thigh",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,245,33.1,11.4,0.3
"Pioneer fried chicken, breast",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,295,37.4,14.7,0.6
"Sukabumi fried chicken, breast",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,244,36.7,9.2,1
"Sukabumi fried chicken, thigh",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,283,35.7,14.3,0.5
"Taliwang chicken, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,264,18.2,20.1,2.7
"Wild boar cooked with rica, cuisine",MEAT AND MEAT PRODUCTS,Pork,100g,491,24.6,16.3,0.2
Beef burger,MEAT AND MEAT PRODUCTS,Beef and veal,100g,258,10.6,9.5,32.5
"Beef teriyaki, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,151,8.6,3.1,22.3
"Beef yakiniku, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,132,9.8,1.1,20.7
Brongkos,MEAT AND MEAT PRODUCTS,Beef and veal,100g,141,15.3,3.3,12.6
"Bulgogi, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,72,11.4,4.9,1.4
"Chicken teriyaki, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,168,13,9.6,7.5
"Chikiniku, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,143,9.8,1.4,22.8
"Coto mangkasara, horse, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,96,6.8,5.9,3.8
"Coto mangkasara, beef, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,84,6,6,1.4
"Djibokum, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,248,10,2.3,40.9
"Empal (meat) Fried, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,248,36.2,6.9,10.1
Goat curry,MEAT AND MEAT PRODUCTS,Mutton and lamb,100g,126,4.2,9.4,6.2
"Chicken kalio, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,203,16,13.5,4.4
"Kalio offal, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,163,16.5,9,4.1
"Kalio kikil (tunjang), cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,122,13.8,5.7,3.9
"Kalio otak, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,157,8.1,8.8,11.4
"Pork lawar, cuisine",MEAT AND MEAT PRODUCTS,Pork,100g,174,17,10,3
"Beef naan maran, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,478,38.3,33.9,5.1
"Rawon, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,60,5.4,2.5,4
"Beef rendang, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,193,22.6,7.9,7.8
"Oxtail soup, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,71,7.5,3.6,2.2
"Beef soup, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,49,5.8,0.5,5.3
"Beef feet soup, cuisine",MEAT AND MEAT PRODUCTS,Beef and veal,100g,68,9,1.9,3.7
"Goat soup, cuisine",MEAT AND MEAT PRODUCTS,Mutton and lamb,100g,34,5.5,0.8,1.1
"Konro soup, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,71,7.4,2.6,4.5
"Brother soup, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,89,7.2,5,3.9
"Bandung soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,42,3.9,1.7,2.8
"Banjar soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,110,2.9,9.5,3.2
"Betawi soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,135,2.5,8.8,11.5
"Jeroan soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,92,11.8,4.3,1.4
"Kudus soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,38,2.6,2.3,1.8
"Madura soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,60,3.5,4.5,1.3
"Padang soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,127,5.9,6.6,11
"Pekalongan soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,94,3,6.8,5.1
"Pemalang soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,75,3.6,5.2,3.5
"Sukaraja soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,80,3.2,3.5,9
"Sulung soto, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,86,2.3,8.5,0
"Sukiyaki, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,75,5.6,0.4,12.2
"Tedong pallu basa, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,83,10.4,3.4,2.8
"Tikus rica, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,257,18.8,18.5,3.8
"Tinoransa, cuisine",MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",100g,516,17.7,49.5,0
"Eel, fried",FISH AND FISH PRODUCTS,"Others (squids, algae, plankton etc)",,417,25.9,19.4,32
"Squid, fried",FISH AND FISH PRODUCTS,"Others (squids, algae, plankton etc)",,265,40.6,10.1,0
"Salted fish, dried",FISH AND FISH PRODUCTS,Fish and roe,70g,193,42,1.5,0
"Presto milkfish, cooked",FISH AND FISH PRODUCTS,Fish and roe,100g,296,17.1,20.3,11.3
Grilled baung fish,FISH AND FISH PRODUCTS,Fish and roe,,144,17.8,5.8,5.2
Grilled belida fish,FISH AND FISH PRODUCTS,Fish and roe,,128,18,3,7.2
"Snakehead fish, dried",FISH AND FISH PRODUCTS,Fish and roe,80g,268,58,4,0
"Gete fish, fried",FISH AND FISH PRODUCTS,Fish and roe,,267,23.1,19.4,0.2
"Shark, dried",FISH AND FISH PRODUCTS,Fish and roe,,298,46.3,3.6,20.2
"Katombo fish, salted",FISH AND FISH PRODUCTS,Fish and roe,70g,162,31.7,2.8,0.3
"Wood fish, dried",FISH AND FISH PRODUCTS,Fish and roe,,302,70.7,1.9,0.4
Grilled Lais fish,FISH AND FISH PRODUCTS,Fish and roe,,147,17.5,6.5,5.4
Pepes carp,FISH AND FISH PRODUCTS,Fish and roe,100g,209,15.2,11.3,11.8
Fried tilapia fish,FISH AND FISH PRODUCTS,Fish and roe,100g,416,46.9,23.9,0
Pepes tilapia fish,FISH AND FISH PRODUCTS,Fish and roe,100g,121,21.7,2.8,0.8
"Papuyu fish, grilled",FISH AND FISH PRODUCTS,Fish and roe,,152,17.6,6.1,6.7
"Patin fish, grilled",FISH AND FISH PRODUCTS,Fish and roe,,144,17.5,6.3,4.3
"Sanggang fish, cooked",FISH AND FISH PRODUCTS,Fish and roe,,240,21.7,7.7,20.7
Canned sardines,FISH AND FISH PRODUCTS,Fish and roe,,338,21.1,27,1
Haruwan shredded fish,FISH AND FISH PRODUCTS,Fish and roe,100g,513,23.7,37,21.3
Fish shredded,FISH AND FISH PRODUCTS,Fish and roe,100g,435,27.2,20.2,36.1
"Betok wadi, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,145,16.3,7,4.1
"Bou ninahu ndamate, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,79,16.3,1,1.1
"Bouiki ninahu nggaluku, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,94,7.8,2.2,10.8
Smoked cakalang,FISH AND FISH PRODUCTS,Fish and roe,,155,20.1,3.8,10.2
"Eel jerky, fried, cuisine",FISH AND FISH PRODUCTS,"Others (squids, algae, plankton etc)",,382,55.7,14.1,8
"Mujahir jerky, fried, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,598,74.3,26.9,9.2
O-fish fillet,FISH AND FISH PRODUCTS,Fish and roe,,270,12.3,15.9,19.3
"Gete sour soup, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,75,8.2,2,6
"Keueung sour curry, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,52,10,0.5,1.8
"Fish curry, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,106,16.5,3.3,2.5
"Paya fish curry, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,148,10,9.8,5
"Keumamah curry, cuisine",FISH AND FISH PRODUCTS,Fish and roe,100g,110,5.9,8.2,3.2
"Oyster curry, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,132,9,7.2,7.8
"Sweet and sour gourami, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,192,12.7,10.1,12.7
"Red smoked fish, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,146,17.7,5.9,5.6
"Fried jambal, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,286,48.5,9.2,2.3
"Jukku pallu kaloa, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,15,15.2,4.3,8.8
"Kaholeo, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,413,28.7,19.8,29.8
Lawara penjah,FISH AND FISH PRODUCTS,Fish and roe,100g,207,7.4,15.4,9.6
"Mujahir yellow pickles, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,330,17.8,23.4,12.1
"Parede baleh, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,87,10.5,2.5,5.5
"Pempek adaan, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,162,4.9,3,27.8
"Pempek belida, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,156,4.2,1.4,31.6
"Pempek kapal selam, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,152,4.5,2.3,28.2
"Pempek kelesan, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,211,12.3,6.1,26.6
"Pempek kulit, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,243,5.2,7.3,39.1
"Pempek telur, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,156,4.7,2.7,28.3
"Pempek tenggiri, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,173,7.2,1.2,33.4
"Pencok lele, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,372,7.8,36.3,3.5
Pinda,FISH AND FISH PRODUCTS,Fish and roe,,107,15.9,0.6,0.4
"Pindang walnut, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,124,9.5,9.6,0
"Octopus Saboko, cuisine",FISH AND FISH PRODUCTS,"Others (squids, algae, plankton etc)",,87,15.7,1.5,2.6
"Saltan Saboko, cuisine",FISH AND FISH PRODUCTS,"Others (squids, algae, plankton etc)",,113,17.1,3.6,3
"Sardine Saboko, cuisine",FISH AND FISH PRODUCTS,"Others (squids, algae, plankton etc)",,110,12.9,4.3,4.9
Milkfish Satay,FISH AND FISH PRODUCTS,Fish and roe,82.4g,283,12.1,16.8,20.9
"Sepi, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,88,7.9,1.6,10.6
"Tekwan, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,53,1.9,0.9,9.4
"Teri belado, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,365,23.7,22.3,17.5
"Milkfish Stir-fry, cuisine",FISH AND FISH PRODUCTS,Fish and roe,,189,11.3,15.7,0.6
Tumis keumamah,FISH AND FISH PRODUCTS,Fish and roe,100g,300,14.5,20,15.5
"Chicken eggs, omelettes, dishes",EGG AND EGG PRODUCTS,Hen eggs,100g,251,16.3,19.4,1.4
"Duck eggs, omelettes, dishes",EGG AND EGG PRODUCTS,"Duck eggs (eg salted, century)",100g,301,20,23.7,0
"Bayau mi balu, dishes",EGG AND EGG PRODUCTS,Hen eggs,100g,313,6,12.2,44.8
"Cucuru bayau, dishes",EGG AND EGG PRODUCTS,Hen eggs,100g,349,6.8,18.7,38.3
"Kalio eggs, dishes",EGG AND EGG PRODUCTS,Hen eggs,100g,193,10.6,12.4,9.7
